Age,Avg_BPM,BMI,Calories_Burned,Experience_Level,Fat_Percentage,Gender,Height (m),Max_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Weight (kg),Workout_Frequency (days/week),Workout_Type
29,152,31.48,1137.0,2,24.7,Male,2.0,186,67,1.36,3.1,125.9,4,Strength
39,133,26.64,593.0,1,26.4,Male,1.99,199,71,0.81,2.5,105.5,2,HIIT
39,155,32.32,938.0,2,21.1,Male,1.7,191,50,1.1,2.5,93.4,4,Strength
47,136,24.25,922.0,2,24.4,Male,1.84,185,65,1.37,3.4,82.1,4,Strength
55,140,15.02,567.0,1,34.7,Female,1.69,186,56,0.9,2.4,42.9,2,Yoga
55,165,45.49,923.0,2,20.4,Male,1.68,178,52,1.13,2.6,128.4,4,Cardio
25,135,29.26,1054.0,1,23.2,Male,1.96,188,72,1.42,2.5,112.4,2,Cardio
44,165,24.25,1047.0,1,28.1,Female,1.79,198,53,1.41,2.2,77.7,3,HIIT
44,135,22.55,936.0,2,26.3,Male,1.99,192,58,1.4,2.0,89.3,4,HIIT
51,139,29.26,876.0,1,26.1,Female,1.55,178,54,1.4,1.6,70.3,3,Yoga
38,148,19.98,792.0,2,31.3,Female,1.72,196,68,1.07,1.7,59.1,3,Cardio
47,147,17.47,979.0,2,26.0,Female,1.69,178,64,1.48,1.7,49.9,3,HIIT
50,127,36.47,333.0,1,20.9,Male,1.67,192,57,0.53,2.9,101.7,2,HIIT
45,143,25.49,729.0,2,27.3,Male,1.91,175,55,1.03,3.7,93.0,3,Cardio
50,122,34.14,465.0,1,23.2,Male,1.6,182,67,0.77,3.1,87.4,2,Strength
22,144,21.26,1166.0,3,19.9,Female,1.61,166,68,1.62,2.7,55.1,4,HIIT
36,138,43.31,987.0,2,20.4,Male,1.69,185,73,1.3,2.1,123.7,4,Cardio
21,152,24.87,1474.0,3,17.2,Female,1.57,191,64,1.94,2.7,61.3,4,HIIT
52,121,19.21,874.0,2,21.1,Male,1.94,171,56,1.46,2.9,72.3,3,Yoga
34,134,29.56,911.0,1,28.5,Female,1.53,167,59,1.36,2.1,69.2,2,HIIT
45,141,31.4,796.0,2,30.0,Male,1.61,164,55,1.14,2.2,81.4,4,Cardio
47,129,24.51,1181.0,3,14.4,Male,1.86,187,63,1.85,3.5,84.8,5,HIIT
46,137,18.62,970.0,2,20.5,Male,1.72,164,66,1.43,3.6,55.1,3,Yoga
23,141,18.62,1177.0,3,17.8,Female,1.78,185,58,1.67,2.7,59.0,5,Yoga
52,165,28.46,1359.0,3,18.2,Female,1.51,164,68,1.83,2.7,64.9,4,HIIT
58,168,35.82,840.0,1,22.1,Male,1.75,181,54,1.01,2.7,109.7,2,HIIT
54,146,21.72,585.0,1,21.5,Male,1.9,174,72,0.81,3.7,78.4,2,Yoga
41,132,23.94,832.0,2,34.0,Female,1.79,172,56,1.4,2.0,76.7,4,Yoga
46,152,24.34,684.0,2,34.7,Female,1.61,187,68,1.0,2.2,63.1,4,Strength
48,124,25.2,1105.0,3,20.0,Female,1.58,192,69,1.98,2.7,62.9,4,Strength
52,145,28.27,1321.0,3,13.9,Male,1.74,182,56,1.84,3.5,85.6,4,Yoga
50,132,26.9,742.0,1,31.6,Female,1.57,192,73,1.25,1.6,66.3,2,HIIT
38,146,15.8,1100.0,1,23.5,Male,1.97,177,51,1.37,2.8,61.3,3,Cardio
49,133,16.2,694.0,2,26.7,Female,1.65,189,74,1.16,1.8,44.1,4,HIIT
40,143,24.31,1022.0,1,20.8,Male,1.62,185,72,1.3,3.4,63.8,2,HIIT
50,122,23.06,1016.0,3,18.5,Female,1.55,175,65,1.85,2.7,55.4,4,Strength
20,166,29.92,863.0,2,32.8,Female,1.58,172,62,1.04,2.4,74.7,3,Strength
35,168,27.97,949.0,2,33.3,Female,1.67,198,57,1.13,2.5,78.0,4,Strength
42,149,20.62,764.0,1,34.1,Female,1.67,192,55,1.14,2.4,57.5,2,Yoga
59,154,20.28,714.0,2,33.8,Female,1.73,185,55,1.03,2.5,60.7,3,Yoga
48,167,22.79,1223.0,2,30.0,Male,1.74,160,58,1.48,2.3,69.0,3,HIIT
20,133,23.92,944.0,2,27.4,Female,1.78,197,53,1.42,2.0,75.8,4,HIIT
57,131,28.49,407.0,1,32.6,Female,1.63,161,60,0.69,2.3,75.7,3,Cardio
41,147,26.47,939.0,2,30.9,Female,1.64,165,54,1.42,2.3,71.2,3,HIIT
49,163,30.12,1468.0,3,11.3,Male,1.68,197,74,1.82,3.5,85.0,4,HIIT
39,148,26.13,903.0,1,34.8,Female,1.56,183,66,1.22,2.4,63.6,2,Strength
40,162,19.45,722.0,1,29.0,Male,1.94,177,69,0.81,2.4,73.2,2,Strength
19,136,20.91,653.0,1,26.3,Female,1.52,186,56,0.96,1.6,48.3,2,Strength
44,159,13.51,1066.0,2,25.3,Female,1.78,167,64,1.49,2.6,42.8,3,Strength
59,168,28.44,1123.0,2,26.9,Male,1.76,187,74,1.35,3.0,88.1,3,Strength
19,140,23.64,840.0,2,31.0,Female,1.75,169,64,1.2,1.7,72.4,4,Cardio
43,142,20.71,822.0,1,29.4,Male,1.88,176,63,1.17,3.3,73.2,3,Cardio
34,139,31.94,1086.0,1,22.3,Male,1.86,188,62,1.42,3.6,110.5,2,Cardio
57,130,14.88,842.0,2,25.8,Female,1.76,165,60,1.44,1.7,46.1,3,Strength
50,153,31.05,810.0,2,22.6,Male,1.71,173,62,1.07,3.4,90.8,4,Yoga
26,129,26.01,1096.0,3,15.1,Female,1.51,181,71,1.7,2.7,59.3,5,Strength
56,129,15.07,482.0,1,25.4,Female,1.73,165,73,0.83,2.6,45.1,3,Strength
46,162,14.36,1187.0,2,29.1,Male,1.77,185,58,1.48,3.6,45.0,3,Cardio
59,125,34.06,885.0,2,23.5,Male,1.62,198,59,1.43,3.6,89.4,3,Strength
43,155,44.71,875.0,2,24.1,Male,1.69,171,53,1.14,2.9,127.7,3,Cardio
52,143,23.97,927.0,2,20.2,Male,1.72,194,66,1.31,2.6,70.9,3,Strength
42,131,21.87,678.0,2,27.7,Female,1.5,173,63,1.15,1.5,49.2,3,HIIT
41,162,19.44,1451.0,3,19.0,Female,1.79,181,73,1.99,2.7,62.3,5,Yoga
30,142,18.33,500.0,1,26.2,Male,1.87,182,67,0.64,2.1,64.1,2,Yoga
24,146,22.76,1029.0,1,32.5,Female,1.75,166,60,1.41,2.0,69.7,3,Cardio
53,164,22.51,1100.0,2,29.5,Female,1.59,199,65,1.49,2.0,56.9,3,HIIT
37,156,18.13,881.0,2,28.1,Female,1.71,184,50,1.13,1.7,53.0,4,Yoga
18,125,30.26,525.0,1,29.8,Female,1.55,172,56,0.84,2.0,72.7,3,Cardio
25,120,19.91,442.0,1,23.2,Male,1.96,180,59,0.67,2.3,76.5,3,Strength
33,125,28.69,949.0,1,28.4,Male,1.99,169,58,1.38,3.4,113.6,2,Strength
31,169,23.81,1318.0,3,16.5,Female,1.62,168,74,1.56,2.7,62.5,4,HIIT
29,141,27.52,496.0,1,26.6,Male,1.86,174,52,0.64,2.5,95.2,2,Yoga
40,160,15.61,792.0,1,21.4,Male,1.82,161,71,0.9,3.0,51.7,3,Strength
32,143,37.76,448.0,1,26.9,Male,1.67,184,72,0.57,2.9,105.3,3,Cardio
45,144,25.23,888.0,1,34.1,Female,1.68,172,63,1.37,1.6,71.2,3,Strength
51,134,34.25,555.0,1,31.1,Female,1.51,193,74,0.92,2.6,78.1,3,Strength
19,145,17.93,877.0,2,30.6,Female,1.68,193,64,1.21,2.1,50.6,3,Yoga
49,127,19.65,440.0,1,29.6,Male,1.89,194,51,0.7,2.6,70.2,3,Yoga
40,143,26.74,1380.0,3,18.1,Female,1.53,197,73,1.93,2.7,62.6,5,Cardio
39,167,22.26,768.0,1,27.6,Female,1.65,162,63,0.92,1.7,60.6,3,HIIT
42,157,19.69,886.0,2,22.9,Male,1.97,165,65,1.14,2.6,76.4,3,HIIT
39,125,21.65,1175.0,3,18.5,Female,1.71,178,56,1.88,2.7,63.3,4,Strength
39,154,25.51,1024.0,2,32.4,Female,1.64,162,53,1.33,1.5,68.6,3,Cardio
59,161,34.89,1036.0,2,23.0,Male,1.88,177,67,1.3,2.6,123.3,4,HIIT
23,120,28.43,891.0,1,23.5,Male,1.94,198,73,1.35,2.9,107.0,2,HIIT
32,165,18.53,1289.0,1,29.9,Male,1.92,168,54,1.42,3.5,68.3,2,Strength
54,155,18.67,830.0,2,26.0,Female,1.6,171,55,1.19,2.3,47.8,4,Cardio
50,131,18.23,943.0,3,17.0,Female,1.79,164,56,1.6,2.7,58.4,4,HIIT
25,157,25.41,1123.0,2,25.6,Female,1.71,162,64,1.43,1.6,74.3,3,Yoga
22,130,32.24,715.0,2,28.2,Male,1.82,170,50,1.0,2.3,106.8,4,Yoga
56,131,38.73,817.0,2,20.9,Male,1.8,189,73,1.26,2.7,125.5,4,Strength
21,161,22.98,1103.0,2,31.7,Female,1.55,163,53,1.37,1.7,55.2,4,Strength
23,169,24.13,1056.0,1,25.6,Female,1.72,164,74,1.25,1.5,71.4,2,Strength
49,158,29.98,806.0,2,26.7,Male,1.61,160,50,1.03,3.4,77.7,3,Strength
47,126,34.53,1160.0,3,14.2,Male,1.6,186,60,1.86,3.5,88.4,5,HIIT
52,130,26.46,598.0,1,24.0,Male,1.99,187,67,0.93,2.0,104.8,2,Cardio
57,155,28.78,882.0,2,25.2,Male,1.69,188,63,1.15,3.4,82.2,4,Strength
33,150,22.27,638.0,1,29.0,Female,1.75,177,71,0.85,1.7,68.2,2,Strength
30,152,23.08,1145.0,2,23.0,Male,1.99,171,60,1.37,3.7,91.4,3,HIIT
59,132,15.46,725.0,1,33.0,Female,1.65,172,59,1.22,2.2,42.1,2,Strength
47,137,22.18,845.0,2,27.7,Female,1.76,161,66,1.37,2.4,68.7,3,Strength
36,160,15.59,1200.0,2,32.2,Female,1.74,196,53,1.5,1.6,47.2,4,Cardio
34,143,29.7,574.0,1,22.1,Male,1.76,175,73,0.73,3.5,92.0,3,Yoga
36,128,14.78,767.0,2,22.5,Male,1.95,183,64,1.09,3.4,56.2,4,Strength
45,150,19.74,973.0,2,23.4,Male,1.72,194,65,1.31,3.1,58.4,4,HIIT
43,160,21.8,1505.0,3,12.9,Male,1.95,181,70,1.9,3.5,82.9,5,Cardio
54,129,22.1,720.0,1,29.5,Female,1.74,195,62,1.24,2.1,66.9,2,HIIT
43,121,19.37,707.0,1,27.5,Male,1.85,170,58,1.18,3.2,66.3,2,Cardio
40,157,25.13,1192.0,1,22.1,Male,1.93,188,60,1.38,2.0,93.6,3,Cardio
26,134,28.49,1293.0,3,15.1,Female,1.5,194,60,1.93,2.7,64.1,5,Strength
29,122,33.04,1020.0,3,13.9,Male,1.62,174,55,1.52,3.5,86.7,4,Strength
18,162,24.52,996.0,2,33.2,Female,1.59,190,50,1.23,2.2,62.0,4,Strength
18,150,22.41,1425.0,3,15.3,Female,1.61,175,71,1.9,2.7,58.1,4,Yoga
51,125,25.35,838.0,2,31.1,Female,1.6,169,55,1.49,2.5,64.9,4,Yoga
49,122,26.41,626.0,2,28.8,Female,1.62,191,62,1.14,1.9,69.3,4,HIIT
42,130,14.1,608.0,1,32.9,Female,1.74,161,71,1.04,1.6,42.7,3,Strength
57,134,19.35,724.0,2,33.7,Female,1.63,183,73,1.2,2.0,51.4,4,Yoga
18,164,26.33,492.0,1,33.5,Female,1.6,182,71,0.6,2.4,67.4,3,Strength
33,147,21.45,1301.0,3,18.9,Female,1.61,161,54,1.77,2.7,55.6,4,Yoga
56,129,36.22,639.0,2,22.7,Male,1.86,197,64,1.0,2.2,125.3,3,Yoga
22,157,29.83,1278.0,2,28.1,Male,1.85,190,67,1.48,2.4,102.1,4,Cardio
39,166,19.76,1205.0,1,25.3,Male,1.77,199,69,1.32,2.3,61.9,3,Strength
46,169,40.45,1171.0,1,20.5,Male,1.64,185,63,1.4,3.4,108.8,3,Strength
20,169,20.47,422.0,1,29.6,Female,1.58,188,64,0.5,1.6,51.1,2,Yoga
29,126,20.63,1005.0,1,29.4,Male,1.99,162,54,1.45,3.2,81.7,2,Strength
43,134,15.5,440.0,1,33.9,Female,1.66,173,53,0.73,1.9,42.7,2,Yoga
33,137,20.66,1198.0,3,10.5,Male,1.99,184,51,1.59,3.5,81.8,4,Strength
54,137,17.63,868.0,2,27.4,Male,1.76,160,56,1.28,3.3,54.6,4,Cardio
39,160,30.47,634.0,1,28.1,Male,1.88,162,59,0.72,3.6,107.7,2,Strength
46,143,22.23,566.0,1,27.7,Female,1.6,185,65,0.88,1.6,56.9,3,Cardio
31,121,26.95,992.0,2,24.7,Male,1.71,177,59,1.49,2.5,78.8,4,HIIT
45,159,17.92,894.0,2,32.1,Female,1.64,168,67,1.25,2.5,48.2,4,Strength
22,139,20.05,883.0,2,29.4,Female,1.59,197,66,1.27,1.8,50.7,3,Strength
47,153,21.87,1500.0,3,10.6,Male,1.99,182,70,1.98,3.5,86.6,4,Strength
22,162,36.25,1203.0,2,27.1,Male,1.63,180,62,1.35,2.4,96.3,4,Cardio
29,145,20.61,1316.0,3,14.6,Male,1.98,160,50,1.65,3.5,80.8,5,Strength
33,126,24.78,1159.0,3,18.3,Female,1.53,180,50,1.84,2.7,58.0,5,Strength
43,157,28.02,995.0,1,27.7,Male,1.85,186,64,1.28,3.4,95.9,2,Yoga
43,149,24.64,1247.0,3,16.8,Female,1.58,165,50,1.86,2.7,61.5,5,HIIT
38,161,12.67,499.0,1,26.8,Female,1.79,195,55,0.62,2.7,40.6,2,Cardio
56,124,23.59,927.0,3,13.2,Male,1.87,187,74,1.51,3.5,82.5,5,Yoga
53,130,31.04,444.0,1,23.3,Male,1.84,176,62,0.69,2.9,105.1,3,Cardio
50,120,23.27,1042.0,3,19.3,Female,1.58,199,50,1.93,2.7,58.1,5,Yoga
47,153,19.69,1060.0,3,15.6,Female,1.76,162,54,1.54,2.7,61.0,5,HIIT
54,120,27.55,940.0,3,17.2,Female,1.53,171,58,1.74,2.7,64.5,4,Yoga
40,138,14.85,1085.0,2,24.0,Male,1.98,198,74,1.43,2.5,58.2,3,Cardio
27,121,22.44,569.0,1,34.4,Female,1.76,171,66,0.94,2.0,69.5,3,Strength
22,140,18.37,393.0,1,21.5,Male,1.84,161,65,0.51,2.3,62.2,3,Strength
53,139,23.53,663.0,2,25.1,Female,1.7,181,57,1.06,2.4,68.0,4,HIIT
51,142,25.02,914.0,1,27.4,Female,1.5,182,66,1.43,2.4,56.3,3,Cardio
48,140,32.7,700.0,2,28.2,Male,1.7,189,64,1.01,3.5,94.5,3,Cardio
27,143,18.1,994.0,1,27.1,Female,1.79,164,73,1.39,1.5,58.0,2,Cardio
36,123,22.32,1218.0,3,11.2,Male,1.94,168,50,1.8,3.5,84.0,5,HIIT
49,131,17.44,739.0,2,21.3,Male,1.87,180,61,1.14,3.0,61.0,4,Strength
18,141,27.68,1396.0,3,18.6,Female,1.53,170,54,1.98,2.7,64.8,5,Yoga
22,139,14.59,795.0,1,20.7,Male,1.77,164,73,1.04,2.4,45.7,3,HIIT
21,137,22.41,1356.0,3,11.7,Male,1.9,194,55,1.8,3.5,80.9,4,Yoga
33,120,24.13,948.0,3,16.4,Female,1.63,186,74,1.58,2.7,64.1,5,Strength
41,149,21.39,900.0,2,25.6,Male,1.77,161,50,1.22,2.6,67.0,3,HIIT
33,152,41.6,1170.0,2,27.3,Male,1.6,183,74,1.4,3.3,106.5,4,Strength
19,143,27.79,952.0,2,25.3,Male,1.85,190,50,1.21,2.3,95.1,4,Yoga
45,133,26.57,395.0,1,34.3,Female,1.57,192,59,0.66,2.3,65.5,2,Cardio
49,155,39.3,921.0,2,29.5,Male,1.64,198,59,1.2,3.1,105.7,3,Cardio
44,124,15.5,491.0,1,28.6,Female,1.76,189,52,0.88,2.6,48.0,2,Yoga
37,130,30.89,448.0,1,32.8,Female,1.5,196,66,0.69,2.4,69.5,2,Cardio
41,143,23.14,545.0,1,27.4,Male,1.69,187,68,0.77,3.4,66.1,2,Yoga
29,150,23.53,627.0,1,28.9,Male,1.7,190,60,0.76,2.9,68.0,2,HIIT
52,132,15.88,555.0,1,24.5,Male,1.78,170,67,0.85,2.3,50.3,2,HIIT
50,135,24.55,729.0,1,30.3,Female,1.68,182,51,1.2,2.0,69.3,2,HIIT
50,143,32.63,1203.0,3,12.1,Male,1.63,161,58,1.7,3.5,86.7,4,Cardio
54,132,33.45,882.0,2,28.5,Male,1.94,199,73,1.35,2.9,125.9,3,Strength
29,143,23.65,1479.0,3,11.1,Male,1.93,186,66,1.88,3.5,88.1,5,Cardio
20,145,37.53,997.0,2,22.4,Male,1.82,194,63,1.25,3.2,124.3,3,Cardio
18,121,18.12,586.0,1,23.7,Male,1.85,161,53,0.88,3.0,62.0,3,Strength
50,135,23.56,753.0,2,27.3,Female,1.72,198,66,1.24,2.0,69.7,4,Strength
57,157,26.36,926.0,2,30.6,Female,1.52,196,66,1.31,1.8,60.9,3,Strength
27,165,19.71,1025.0,1,21.3,Male,1.97,180,61,1.13,2.3,76.5,2,Strength
46,120,28.59,873.0,2,23.2,Male,1.82,164,69,1.47,3.2,94.7,3,Cardio
30,168,22.17,1155.0,1,29.1,Male,1.75,180,67,1.25,3.1,67.9,2,Yoga
29,130,34.63,937.0,2,24.1,Male,1.87,188,52,1.31,3.2,121.1,4,HIIT
48,154,26.58,1012.0,2,32.5,Female,1.64,179,60,1.46,1.9,71.5,4,Yoga
19,162,34.12,740.0,1,21.1,Male,1.7,197,74,0.83,2.4,98.6,2,Cardio
52,148,25.67,779.0,1,27.5,Female,1.63,179,67,1.17,2.4,68.2,3,Strength
40,156,20.2,920.0,2,33.1,Female,1.69,184,53,1.18,2.4,57.7,4,HIIT
34,136,46.9,1055.0,2,27.6,Male,1.63,161,66,1.41,2.8,124.6,3,HIIT
43,158,28.88,931.0,1,28.9,Female,1.59,191,67,1.31,2.2,73.0,3,Yoga
25,161,26.05,1304.0,3,19.8,Female,1.51,185,54,1.62,2.7,59.4,5,Cardio
46,147,19.1,463.0,1,34.1,Female,1.65,165,63,0.7,1.9,52.0,2,Cardio
43,148,15.5,886.0,2,34.6,Female,1.65,162,59,1.33,2.3,42.2,3,Cardio
27,162,33.2,1622.0,3,12.1,Male,1.64,192,64,1.82,3.5,89.3,4,HIIT
43,122,35.51,658.0,1,22.0,Male,1.76,160,50,1.09,3.4,110.0,3,Yoga
51,129,26.52,499.0,1,31.3,Female,1.58,164,65,0.86,2.3,66.2,3,HIIT
58,161,21.27,964.0,1,26.8,Male,1.66,172,60,1.21,2.9,58.6,2,HIIT
24,133,18.29,710.0,1,21.3,Male,1.67,178,72,0.97,2.8,51.0,3,Strength
21,131,26.69,699.0,1,27.9,Male,1.95,171,69,0.97,3.1,101.5,3,Yoga
28,166,32.66,959.0,2,20.2,Male,1.87,184,55,1.05,3.2,114.2,3,Strength
46,161,18.39,725.0,1,24.8,Male,1.72,194,73,0.91,2.9,54.4,2,Cardio
53,149,21.26,898.0,2,28.3,Female,1.57,171,71,1.34,2.2,52.4,3,HIIT
42,151,26.01,1151.0,3,13.7,Male,1.81,189,65,1.54,3.5,85.2,5,Yoga
38,151,27.61,1379.0,3,11.6,Male,1.74,164,51,1.66,3.5,83.6,5,Cardio
53,161,31.3,1084.0,2,28.3,Male,1.92,193,50,1.36,2.2,115.4,4,Yoga
27,151,18.35,615.0,1,25.9,Male,1.97,181,73,0.74,3.6,71.2,3,HIIT
54,145,30.51,718.0,2,32.9,Female,1.6,198,73,1.1,2.4,78.1,4,Yoga
26,120,19.91,642.0,2,34.9,Female,1.65,172,58,1.07,1.9,54.2,4,Cardio
41,161,25.05,920.0,2,31.8,Female,1.76,162,71,1.27,2.2,77.6,4,Strength
52,121,16.8,768.0,1,34.8,Female,1.62,179,61,1.41,1.6,44.1,3,HIIT
52,136,26.39,1144.0,3,10.1,Male,1.8,190,66,1.7,3.5,85.5,5,Strength
53,149,15.43,711.0,2,28.4,Female,1.76,164,74,1.06,1.5,47.8,4,HIIT
35,158,27.23,730.0,1,21.1,Male,1.94,183,64,0.84,2.4,102.5,2,Cardio
56,126,32.69,412.0,1,22.6,Male,1.9,199,68,0.66,3.2,118.0,2,HIIT
49,146,24.31,932.0,2,28.4,Male,1.84,192,71,1.29,3.4,82.3,4,Strength
41,128,23.33,1185.0,3,10.2,Male,1.87,167,59,1.87,3.5,81.6,5,HIIT
40,141,17.03,946.0,2,25.2,Male,1.88,183,61,1.22,3.0,60.2,3,Cardio
49,153,20.75,881.0,2,30.7,Female,1.54,179,63,1.28,2.1,49.2,3,HIIT
54,165,20.71,1025.0,1,30.6,Female,1.5,175,58,1.38,2.0,46.6,2,Strength
29,168,23.22,907.0,2,29.8,Female,1.72,171,62,1.08,1.7,68.7,4,Cardio
30,120,25.22,780.0,2,32.9,Female,1.55,172,52,1.3,1.6,60.6,3,Strength
40,128,20.1,612.0,1,21.3,Male,1.61,198,70,0.87,3.3,52.1,2,HIIT
42,139,14.87,382.0,1,28.1,Female,1.77,184,63,0.61,2.6,46.6,2,Yoga
52,138,21.63,1011.0,2,26.2,Male,1.74,191,70,1.48,2.8,65.5,4,Strength
58,155,17.93,753.0,1,31.9,Female,1.57,183,59,1.08,2.3,44.2,3,HIIT
47,159,26.32,1133.0,2,24.0,Male,1.84,168,65,1.44,3.6,89.1,3,Yoga
34,164,25.11,731.0,1,28.8,Male,1.62,199,56,0.81,2.2,65.9,2,Yoga
37,123,22.56,597.0,1,29.2,Female,1.57,182,53,0.97,2.4,55.6,2,Cardio
42,128,16.25,868.0,1,24.0,Male,1.98,172,69,1.37,3.0,63.7,2,Yoga
39,160,26.02,1725.0,3,10.2,Male,1.82,191,72,1.96,3.5,86.2,5,Strength
30,141,22.28,1304.0,3,17.8,Female,1.63,174,74,1.85,2.7,59.2,4,Strength
36,137,24.16,1492.0,3,13.5,Male,1.88,195,60,1.98,3.5,85.4,5,Yoga
53,131,28.35,831.0,2,26.1,Female,1.55,164,65,1.41,2.2,68.1,4,HIIT
29,161,22.86,684.0,1,28.1,Female,1.62,181,69,0.85,1.9,60.0,2,Strength
58,162,26.19,933.0,2,32.8,Female,1.69,175,53,1.28,2.3,74.8,4,Strength
36,158,33.17,1199.0,2,23.7,Male,1.65,169,71,1.38,3.4,90.3,4,Cardio
29,128,31.63,1169.0,3,11.2,Male,1.65,183,71,1.66,3.5,86.1,4,HIIT
26,125,26.75,639.0,1,26.7,Male,1.66,177,72,0.93,2.2,73.7,2,Yoga
24,138,27.82,980.0,2,27.0,Female,1.56,177,66,1.42,2.1,67.7,3,HIIT
45,167,20.38,1066.0,1,29.0,Male,1.96,166,62,1.29,2.2,78.3,3,Cardio
31,166,17.7,913.0,1,26.1,Female,1.65,163,60,1.1,2.5,48.2,2,Cardio
48,126,24.91,777.0,2,32.1,Female,1.51,185,52,1.37,2.1,56.8,4,HIIT
36,135,42.3,757.0,2,25.0,Male,1.63,164,58,1.02,3.4,112.4,4,Cardio
33,124,21.16,558.0,1,33.7,Female,1.67,175,55,0.9,1.9,59.0,3,Cardio
22,135,27.84,386.0,1,21.3,Male,1.88,194,71,0.52,2.2,98.4,2,Cardio
52,120,25.98,796.0,2,26.8,Male,1.6,185,70,1.34,2.1,66.5,4,HIIT
29,156,32.51,1107.0,2,25.7,Male,1.81,177,60,1.29,2.5,106.5,4,Cardio
42,158,23.73,1314.0,3,12.4,Male,1.93,188,65,1.68,3.5,88.4,4,Yoga
38,138,27.59,1321.0,3,12.5,Male,1.79,182,68,1.74,3.5,88.4,5,Yoga
53,156,17.6,962.0,2,32.2,Female,1.74,173,54,1.37,1.8,53.3,3,Strength
40,136,23.87,415.0,1,34.4,Female,1.56,174,63,0.61,2.2,58.1,2,Yoga
33,145,23.95,834.0,2,25.9,Female,1.76,192,66,1.15,1.5,74.2,4,Strength
56,141,31.84,705.0,2,20.2,Male,1.63,184,52,1.01,2.9,84.6,4,HIIT
59,127,21.16,453.0,1,28.1,Male,1.92,180,53,0.72,2.7,78.0,3,Cardio
56,152,31.53,1332.0,3,10.5,Male,1.68,176,65,1.77,3.5,89.0,5,Yoga
31,121,13.78,883.0,1,34.9,Female,1.76,182,65,1.46,2.2,42.7,3,Strength
48,149,25.33,1401.0,3,13.1,Male,1.82,176,70,1.9,3.5,83.9,5,HIIT
22,166,34.06,1204.0,2,31.5,Female,1.52,173,74,1.45,2.3,78.7,3,Strength
52,139,28.52,794.0,2,27.0,Female,1.52,188,53,1.27,2.3,65.9,4,Cardio
40,137,20.86,851.0,2,22.4,Male,1.92,179,68,1.13,3.7,76.9,4,Yoga
46,162,21.07,1467.0,3,13.3,Male,2.0,189,66,1.83,3.5,84.3,5,HIIT
28,129,24.37,710.0,2,34.1,Female,1.6,178,62,1.1,1.7,62.4,3,Strength
35,143,21.04,810.0,2,29.8,Male,1.74,198,71,1.03,2.7,63.7,4,HIIT
29,123,23.76,910.0,1,27.0,Female,1.52,172,72,1.48,2.0,54.9,3,Strength
26,156,23.84,1004.0,2,21.3,Male,1.79,177,73,1.17,2.7,76.4,3,Strength
27,123,30.76,907.0,1,20.6,Male,1.86,182,50,1.34,3.1,106.4,2,Cardio
34,132,30.4,904.0,2,33.7,Female,1.5,192,61,1.37,2.1,68.4,4,Cardio
55,144,18.35,969.0,2,22.9,Male,1.86,198,53,1.36,2.9,63.5,4,Strength
24,132,26.4,825.0,2,25.0,Female,1.5,199,60,1.25,2.0,59.4,3,Yoga
30,137,31.08,957.0,1,22.2,Male,1.91,177,54,1.27,3.7,113.4,3,HIIT
57,143,26.79,592.0,1,28.4,Female,1.52,168,51,0.92,2.6,61.9,3,HIIT
59,121,25.05,637.0,2,34.9,Female,1.68,192,66,1.17,1.9,70.7,3,Cardio
26,167,30.89,937.0,1,25.2,Male,1.9,191,57,1.02,2.2,111.5,2,Yoga
44,152,26.16,958.0,1,27.0,Female,1.66,176,55,1.4,2.5,72.1,2,Strength
19,138,16.27,463.0,1,23.3,Male,1.87,178,70,0.61,3.7,56.9,3,Cardio
22,128,23.88,1345.0,3,11.7,Male,1.9,186,58,1.91,3.5,86.2,5,Strength
46,147,21.05,844.0,2,20.2,Male,1.68,165,62,1.16,2.5,59.4,4,Strength
54,154,25.55,672.0,1,26.4,Female,1.72,194,60,0.97,1.9,75.6,3,Cardio
55,158,25.49,768.0,1,32.0,Female,1.73,196,65,1.08,2.6,76.3,3,Yoga
36,129,27.69,972.0,1,21.2,Male,1.86,193,65,1.37,3.2,95.8,3,HIIT
25,120,36.01,686.0,2,22.3,Male,1.83,179,51,1.04,2.5,120.6,3,Cardio
18,161,27.18,1143.0,2,28.5,Female,1.55,184,59,1.42,2.2,65.3,3,Yoga
39,140,23.88,593.0,1,27.6,Male,1.89,163,61,0.77,3.6,85.3,2,Strength
34,128,24.09,472.0,1,25.8,Male,1.68,169,57,0.67,3.4,68.0,2,Cardio
24,166,21.34,1071.0,1,31.9,Female,1.57,169,60,1.29,2.4,52.6,2,HIIT
42,134,20.2,876.0,2,25.7,Male,1.77,183,59,1.32,3.3,63.3,3,HIIT
21,154,28.03,878.0,2,31.8,Female,1.65,180,62,1.14,1.7,76.3,3,Strength
53,124,22.96,331.0,1,20.0,Male,1.63,170,74,0.54,3.4,61.0,3,Cardio
23,160,26.16,1072.0,1,34.3,Female,1.61,186,66,1.34,1.8,67.8,2,HIIT
48,141,33.21,949.0,1,21.1,Male,1.86,175,56,1.36,3.6,114.9,3,Cardio
36,160,30.09,1646.0,3,12.0,Male,1.71,185,73,1.87,3.5,88.0,5,HIIT
56,142,27.12,927.0,1,32.7,Female,1.58,189,52,1.45,1.9,67.7,2,Strength
44,126,36.46,842.0,2,24.4,Male,1.85,175,69,1.35,3.5,124.8,4,Strength
